"year_mon","category_name","state_cost","bottles_sold","retail_revenue","liters_sold"
2012-06-01,"AMERICAN ALCOHOL",26613.12,3200,39935.68,2424
2012-06-01,"STRAWBERRY SCHNAPPS",7513.38,1663,11579.23,1247.25
2012-06-01,"DISTILLED SPIRITS SPECIALTY",58996.84,11363,88510.81,11089.75
2012-06-01,"100 PROOF VODKA",81502.12,14361,122295.61,16616.25
2012-06-01,"DECANTERS & SPECIALTY PACKAGES",188544.99,11549,282827.86,16499.49
2012-06-01,NA,3820.05,195,6023.55,146.25
2012-06-01,"PUERTO RICO & VIRGIN ISLANDS RUM",513004.06,72054,772441.4,76671.72
2012-06-01,"WHITE CREME DE MENTHE",492.84,111,739.26,83.25
2012-06-01,"LOW PROOF VODKA",6750.8,572,10129.06,459
2012-06-01,"TENNESSEE WHISKIES",513580.67,37580,770751.66,30381.23
2012-06-01,"AMERICAN GRAPE BRANDIES",161471.87,42546,243044.39,21111.75
2012-06-01,"CANADIAN WHISKIES",1526221.94,164315,2300425.1,171335.94
2012-06-01,"PEACH SCHNAPPS",65329.48,10483,99539.89,9571.6
2012-06-01,"BOTTLED IN BOND BOURBON",14232.6,683,21348.63,524.25
2012-06-01,"AMERICAN SLOE GINS",2491.41,543,3735.75,475.5
2012-06-01,"ROCK & RYE",690.2,140,1034.6,105
2012-06-01,"SPEARMINT SCHNAPPS",1045,220,1568.6,220
2012-06-01,"MISC. IMPORTED CORDIALS & LIQUEURS",433471.7,32384,650276.06,24894.65
2012-06-01,"IMPORTED SCHNAPPS",300199.88,25651,450229.14,24565.92
2012-06-01,"IMPORTED DRY GINS",263538.08,17696,395710.73,17281.57
2012-06-01,"OTHER PROOF VODKA",3065.4,390,4598.1,292.5
2012-06-01,"IMPORTED VODKA",927827.25,68380,1396006.45,65410.46
2012-06-01,"APRICOT BRANDIES",19961.82,4199,29956.46,2859.72
2012-06-01,"RASPBERRY SCHNAPPS",9253,1698,14020.92,1422
2012-06-01,"IMPORTED GRAPE BRANDIES",246085.97,23710,369199.3,10389.9
2012-06-01,"AMERICAN DRY GINS",211721.05,46331,317965.71,35895.59
2012-06-01,"TRIPLE SEC",39162.42,15200,58700.92,14741.75
2012-06-01,"GRAPE SCHNAPPS",18717.7,2871,28649.51,2580.25
2012-06-01,"SINGLE MALT SCOTCH",114063.91,4470,171422.77,3469.26
2012-06-01,"VODKA 80 PROOF",1627927.34,303883,2448523.56,314392.69
2012-06-01,"ROOT BEER SCHNAPPS",9638.9,1784,14597.01,1671
2012-06-01,"PEPPERMINT SCHNAPPS",56450.8,12276,84766.73,11436.88
2012-06-01,"WATERMELON SCHNAPPS",20422.9,3062,31132.12,2808
2012-06-01,"CREME DE ALMOND",462.58,101,694.88,75.75
2012-06-01,"PEACH BRANDIES",3000.79,563,4504,422.25
2012-06-01,"SCOTCH WHISKIES",291082.27,21124,436749.25,24219.21
2012-06-01,"SINGLE BARREL BOURBON WHISKIES",5289.92,314,7934.66,235.5
2012-06-01,"COFFEE LIQUEURS",83908.76,7490,125892.43,6395.05
2012-06-01,"CREAM LIQUEURS",375110.64,29989,562594.62,24368.3
2012-06-01,"CHERRY BRANDIES",6202.54,1222,9309.12,856.49
2012-06-01,"GREEN CREME DE MENTHE",2005.52,440,3011.47,330
2012-06-01,"APPLE SCHNAPPS",35258.36,5450,53876.94,4801.07
2012-06-01,"STRAIGHT BOURBON WHISKIES",601564.36,58326,904692.17,57441.52
2012-06-01,"BLACKBERRY BRANDIES",35055.47,6005,52598.69,5281.04
2012-06-01,"IMPORTED VODKA - MISC",368291.17,32029,559287.71,25124.72
2012-06-01,"BARBADOS RUM",4597.95,475,7021.11,362.25
2012-06-01,"STRAIGHT RYE WHISKIES",173884.72,9848,260918.52,7398
2012-06-01,"FLAVORED RUM",370770.23,44371,558107.51,38562.99
2012-06-01,"BUTTERSCOTCH SCHNAPPS",22228.87,3602,33854.53,3156.25
2012-06-01,"CINNAMON SCHNAPPS",22745.88,3246,34534.12,2727.74
2012-06-01,"TEQUILA",894322.1,80279,1345244.72,69947.4
2012-06-01,"IMPORTED AMARETTO",19331.01,1587,29730.63,1192.14
2012-06-01,"WHITE CREME DE CACAO",2027.46,445,3044.31,333.75
2012-06-01,"MISCELLANEOUS SCHNAPPS",19038.36,2564,28805.59,2213.9
2012-06-01,"SCHNAPPS - IMPORTED",702,60,1052.4,45
2012-06-01,"IRISH WHISKIES",109905.28,7189,164860.81,6150.57
2012-06-01,"TROPICAL FRUIT SCHNAPPS",7556.7,1690,11418.92,1490.75
2012-06-01,"SPICED RUM",1507220.21,145056,2260027.89,145417.38
2012-06-01,"WHISKEY LIQUEUR",295305.49,31285,442988.94,26430.57
2012-06-01,"BLENDED WHISKIES",408211.69,66776,612428.86,66339.45
2012-07-01,"IRISH WHISKIES",125362.7,8063,188047.51,6976.23
2012-07-01,"RASPBERRY SCHNAPPS",10325.77,1888,15494.26,1635.25
2012-07-01,"PEACH SCHNAPPS",73324.99,11248,109975.81,10278.86
2012-07-01,"SPICED RUM",956127.77,102231,1436707.4,97871.17
2012-07-01,"JAMAICA RUM",17382.38,1733,26085.58,1426
2012-07-01,"STRAWBERRY SCHNAPPS",8319.9,1710,12490.9,1282.5
2012-07-01,"ROOT BEER SCHNAPPS",11920.05,2130,17871.43,2033.25
2012-07-01,"TROPICAL FRUIT SCHNAPPS",8383.21,1832,12570.77,1579.75
2012-07-01,"SCHNAPPS - IMPORTED",165.12,48,247.68,9.6
2012-07-01,"TENNESSEE WHISKIES",652280.28,46075,978169.11,38601.84
2012-07-01,"GRAPE SCHNAPPS",22546.65,3140,33806.81,3013.25
2012-07-01,"ROCK & RYE",1061.39,215,1591.73,161.25
2012-07-01,"ANISETTE",534.69,117,802.62,87.75
2012-07-01,"LOW PROOF VODKA",4523.5,370,6787.1,277.5
2012-07-01,"APPLE SCHNAPPS",36585.49,5334,54863.41,4737.37
2012-07-01,"SINGLE BARREL BOURBON WHISKIES",7909.3,443,11931.81,332.25
2012-07-01,"PEPPERMINT SCHNAPPS",59656.97,13176,89501.23,12183.48
2012-07-01,"SCOTCH WHISKIES",250592.3,19286,376090.05,22044.05
2012-07-01,"AMERICAN GRAPE BRANDIES",160393.8,42397,241357.09,20896.31
2012-07-01,"DISTILLED SPIRITS SPECIALTY",80608.94,14624,121139.02,14058.5
2012-07-01,"VODKA 80 PROOF",1492792.37,290908,2245612.03,290554.33
2012-07-01,"MISC. IMPORTED CORDIALS & LIQUEURS",481740.85,35390,722266.46,27523.45
2012-07-01,"MISCELLANEOUS SCHNAPPS",25153.29,3228,37725.25,2777.5
2012-07-01,"IMPORTED VODKA - CHERRY",84.6,12,126.96,12
2012-07-01,"WHISKEY LIQUEUR",350521.77,36295,525840.98,31211.36
2012-07-01,"TEQUILA",805425.36,77569,1211046.13,65163.72
2012-07-01,"DECANTERS & SPECIALTY PACKAGES",45351.96,2879,68030.88,3847.01
2012-07-01,"WHITE CREME DE CACAO",2495.32,550,3746.48,415.5
2012-07-01,"BUTTERSCOTCH SCHNAPPS",23927.67,3721,35888.26,3251
2012-07-01,"CREME DE ALMOND",848.64,186,1274.64,139.5
2012-07-01,"MISC. AMERICAN CORDIALS & LIQUEURS",149814.74,17649,224706.8,12773.07
2012-07-01,"GREEN CREME DE MENTHE",2328.06,522,3563.59,394.5
2012-07-01,"BLACKBERRY BRANDIES",35930.28,6089,53910.57,5463.02
2012-07-01,"CINNAMON SCHNAPPS",24506,3336,36750.4,2833.74
2012-07-01,NA,5094.75,251,7643.13,188.25
2012-07-01,"BLENDED WHISKIES",416016.01,69013,623920.01,68711.06
2012-07-01,"AMERICAN AMARETTO",36777.34,8753,55175.35,8109.75
2012-07-01,"AMERICAN SLOE GINS",3141.9,696,4711.34,597.5
2012-07-01,"MISCELLANEOUS  BRANDIES",1664.82,170,2496.82,127.5
2012-07-01,"BOTTLED IN BOND BOURBON",9457.82,501,14788.75,387.75
2012-07-01,"AMARETTO - IMPORTED",747.12,24,1120.8,18
2012-07-01,"APRICOT BRANDIES",19783.17,4014,29687.64,2863.74
2012-07-01,"IMPORTED VODKA - MISC",396064.07,39027,596986.78,27689.51
2012-07-01,"CREAM LIQUEURS",527479.69,42412,791177.07,34361.66
2012-07-01,"STRAIGHT RYE WHISKIES",176580.94,10017,264964.48,7515.75
2012-07-01,"BARBADOS RUM",5062.18,539,7593.63,404.25
2012-07-01,"COFFEE LIQUEURS",97823.4,8848,146836.18,7541.63
2012-07-01,"CHERRY BRANDIES",7555.84,1447,11340.25,1081.5
2012-07-01,"AMERICAN DRY GINS",255336.43,54408,383220.83,44123.21
2012-07-01,"IMPORTED GRAPE BRANDIES",186877.44,17220,280366.46,7928.06
2012-07-01,"IMPORTED VODKA",931131.8,69818,1401485.06,65381.08
2012-07-01,"VODKA FLAVORED",538959.6,71420,812034.85,59182.17
2012-07-01,"IMPORTED DRY GINS",234149.51,16316,353054.77,15179.05
2012-07-01,"AMERICAN ALCOHOL",31275.06,3778,46931.48,2845.5
2012-07-01,"100 PROOF VODKA",81067.07,14626,121645.31,16528.5
2012-07-01,"AMERICAN COCKTAILS",422831.8,59907,642262,84237.71
2012-07-01,"FLAVORED GINS",7258.72,1214,10888.08,928.5
2012-07-01,"STRAIGHT BOURBON WHISKIES",602696.82,59098,906121.52,59032.16
2012-07-01,"CANADIAN WHISKIES",1366644.34,158026,2061738.09,170478.65
2012-07-01,"PUERTO RICO & VIRGIN ISLANDS RUM",512057.78,72917,768229.81,76633.85
2012-07-01,"OTHER PROOF VODKA",3112.56,396,4668.84,297
2012-07-01,"PEACH BRANDIES",3155.36,592,4736,444
2012-07-01,"SINGLE MALT SCOTCH",105534.74,4031,158294.79,3161.77
2012-07-01,"IMPORTED SCHNAPPS",313596.37,27749,470328.54,27145.53
2012-07-01,"SPEARMINT SCHNAPPS",1339.5,282,2010.66,282
2012-07-01,"FLAVORED RUM",421804.15,51244,637364.12,44578.84
2012-07-01,"WATERMELON SCHNAPPS",20470.8,2908,30695.96,2693
2012-07-01,"WHITE CREME DE MENTHE",661.56,149,992.34,111.75
2012-07-01,"DARK CREME DE CACAO",2977.32,650,4470.78,490.5
2012-07-01,"IMPORTED AMARETTO",22343.62,1666,33507.34,1273.5
2012-07-01,"TRIPLE SEC",47266.78,18472,70851.29,17968
2012-08-01,"STRAWBERRY SCHNAPPS",8663.1,1805,13006.85,1353.75
2012-08-01,"CHERRY BRANDIES",8353.35,1601,12532.89,1127.24
2012-08-01,"FLAVORED RUM",351569.76,40899,527094.17,35538.25
2012-08-01,"OTHER PROOF VODKA",2744.22,355,4116.33,266.25
2012-08-01,"COFFEE LIQUEURS",114801.41,10125,172445.04,8422.84
2012-08-01,"AMERICAN ALCOHOL",33923.31,4099,50905.46,3086.25
2012-08-01,"TRIPLE SEC",39853.97,15643,59737.78,15263.5
2012-08-01,"AMERICAN DRY GINS",248447.63,54287,372622.96,43023.03
2012-08-01,"WATERMELON SCHNAPPS",20762.7,2912,31132.54,2759.5
2012-08-01,"WHITE CREME DE MENTHE",823.2,178,1233.94,133.5
2012-08-01,"TEQUILA",789780.28,74548,1185294.75,61628.93
2012-08-01,"APPLE SCHNAPPS",39057.14,5747,58570.75,5025.02
2012-08-01,"SCOTCH WHISKIES",292514.3,21966,439765.14,24885.73
2012-08-01,"IMPORTED GRAPE BRANDIES",220408.21,22520,330677.66,9291.26
2012-08-01,"BUTTERSCOTCH SCHNAPPS",27718.99,4293,41574.47,3736.25
2012-08-01,"AMERICAN COCKTAILS",302062.33,42808,455386.81,62247.71
2012-08-01,"IMPORTED AMARETTO",22522.94,1682,33776.18,1279.5
2012-08-01,"MISC. IMPORTED CORDIALS & LIQUEURS",523300.46,38957,786174.92,30546.62
2012-08-01,"TROPICAL FRUIT SCHNAPPS",7478.18,1590,11213.64,1404
2012-08-01,"IMPORTED VODKA - MISC",417607.58,38622,628489.5,27753.2
2012-08-01,"ANISETTE",370.17,81,555.66,60.75
2012-08-01,"WHISKEY LIQUEUR",359155.03,38435,539240.3,32273.44
2012-08-01,"CREAM LIQUEURS",423578.64,34578,637343.72,28753.11
2012-08-01,"DECANTERS & SPECIALTY PACKAGES",24461.45,2129,36697.37,1396.13
2012-08-01,"IMPORTED VODKA",1030714.92,77204,1551774.99,73814.22
2012-08-01,"JAMAICA RUM",16510.37,1629,24776.29,1390
2012-08-01,"100 PROOF VODKA",91714.9,16078,137619.56,18921.75
2012-08-01,"AMERICAN GRAPE BRANDIES",178653.71,47462,268691.45,23167.19
2012-08-01,"SPICED RUM",999597.92,106717,1503163.51,101826.24
2012-08-01,"SINGLE MALT SCOTCH",116795.17,4740,175636.71,3695.99
2012-08-01,"BLACKBERRY BRANDIES",45787.26,7608,68699.54,6801.97
2012-08-01,"MISCELLANEOUS  BRANDIES",3548.86,303,5322.69,206.9
2012-08-01,"PEACH SCHNAPPS",72511.14,11154,108757.08,10280.13
2012-08-01,"PEACH BRANDIES",4407.28,808,6614.96,606
2012-08-01,"CREME DE ALMOND",432.45,93,648.21,69.75
2012-08-01,"ROOT BEER SCHNAPPS",12286.28,2309,18772.77,2216.75
2012-08-01,"BOTTLED IN BOND BOURBON",13011.24,592,19518.9,444
2012-08-01,"GREEN CREME DE MENTHE",3154.5,698,4729.86,517.5
2012-08-01,"TENNESSEE WHISKIES",529237.31,38958,793738.5,30810.67
2012-08-01,"FLAVORED GINS",7268.8,1232,10903.2,924
2012-08-01,"PEPPERMINT SCHNAPPS",71250.54,15608,106891.05,14849.52
2012-08-01,"LOW PROOF VODKA",5694.01,499,8543.51,440.25
2012-08-01,"MISCELLANEOUS SCHNAPPS",24395.55,3279,36587.25,2836.6
2012-08-01,"RASPBERRY SCHNAPPS",9781.98,1760,14677.51,1541
2012-08-01,"GRAPE SCHNAPPS",22675.8,3194,34001.54,3003.5
2012-08-01,"DISTILLED SPIRITS SPECIALTY",77687.67,13319,116536.82,12592.38
2012-08-01,"APRICOT BRANDIES",26749.63,5430,40142.11,3812.5
2012-08-01,"CANADIAN WHISKIES",1477620.4,172823,2217118.81,180467.23
2012-08-01,"AMARETTO - IMPORTED",373.56,12,560.4,9
2012-08-01,"SINGLE BARREL BOURBON WHISKIES",8579.44,458,12869.72,339
2012-08-01,"AMERICAN AMARETTO",37340.65,9016,56021.95,8288.52
2012-08-01,NA,7229.79,448,11234.48,336
2012-08-01,"CINNAMON SCHNAPPS",27826.62,3767,41730.3,3190.05
2012-08-01,"DARK CREME DE CACAO",2928.6,636,4390.68,477
2012-08-01,"VODKA 80 PROOF",1774425.85,342709,2669967.28,355577.98
2012-08-01,"STRAIGHT BOURBON WHISKIES",645161.86,63678,970115.23,63029.98
2012-08-01,"SPEARMINT SCHNAPPS",1596,336,2395.68,336
2012-08-01,"IMPORTED DRY GINS",222331.84,15318,333547.64,14324.46
2012-08-01,"IMPORTED SCHNAPPS",308686.42,27232,462961.13,25767.92
2012-08-01,"BARBADOS RUM",4643.29,532,7125.24,393.25
2012-08-01,"MISC. AMERICAN CORDIALS & LIQUEURS",244756.09,27052,367239.66,19691.34
2012-08-01,"STRAIGHT RYE WHISKIES",235448.6,13078,353291.27,9804
2012-08-01,"ROCK & RYE",976.14,198,1463.22,148.5
2012-08-01,"IRISH WHISKIES",145601.19,9416,218394.97,8176.1
2012-08-01,"AMERICAN SLOE GINS",2784.6,615,4175.88,521.25
2012-08-01,"BLENDED WHISKIES",434504.88,73189,651857.9,73117.48
2012-08-01,"PUERTO RICO & VIRGIN ISLANDS RUM",544078.08,76281,820229.14,82140.89
2012-08-01,"WHITE CREME DE CACAO",2303.37,512,3453.78,375
2012-08-01,"VODKA FLAVORED",533225.28,74858,808772.61,61821.1
2012-08-01,"IMPORTED VODKA - CHERRY",84.6,12,126.96,12
2012-09-01,"TRIPLE SEC",26651.33,10468,39947.26,10181.25
2012-09-01,"BLACKBERRY BRANDIES",33108.21,5652,49671.85,4906.49
2012-09-01,"AMARETTO - IMPORTED",1120.68,36,1681.2,27
2012-09-01,"PEACH SCHNAPPS",54023.67,8265,81027.34,7666.21
2012-09-01,"VODKA FLAVORED",390437.72,52636,586428.61,43142.03
2012-09-01,"SINGLE MALT SCOTCH",90914.12,3555,136408.25,2806.39
2012-09-01,"DISTILLED SPIRITS SPECIALTY",61981.32,8781,92990.47,7543.42
2012-09-01,"WATERMELON SCHNAPPS",16627.8,2343,24932.81,2201.75
2012-09-01,"ROOT BEER SCHNAPPS",9710.67,1730,14559.2,1663.25
2012-09-01,"SINGLE BARREL BOURBON WHISKIES",3729.32,225,5594.04,164.25
2012-09-01,"ROCK & RYE",878.26,178,1316.86,133.5
2012-09-01,"DARK CREME DE CACAO",1764.06,383,2644.93,287.25
2012-09-01,"TENNESSEE WHISKIES",495450.97,35391,743043.18,28889.85
2012-09-01,"GRAPE SCHNAPPS",15514.8,2153,23262.91,2079.25
2012-09-01,"WHITE CREME DE CACAO",2124.27,458,3184.76,346.5
2012-09-01,"VODKA 80 PROOF",1386103.25,259616,2085011.55,258608.76
2012-09-01,"SPICED RUM",1271468.36,123015,1906560.16,123675
2012-09-01,"PEACH BRANDIES",2893.63,529,4343.09,396.75
2012-09-01,"STRAIGHT BOURBON WHISKIES",494584.52,49146,741935.83,48210.7
2012-09-01,"RASPBERRY SCHNAPPS",5938.78,1060,8910.76,922
2012-09-01,"IMPORTED VODKA - MISC",279861.9,24724,420326.74,18675.06
2012-09-01,"TROPICAL FRUIT SCHNAPPS",5735.28,1217,8600.27,1085.75
2012-09-01,"AMERICAN ALCOHOL",37695.42,4638,56566.2,3428.7
2012-09-01,"BLENDED WHISKIES",448666.85,71219,672924.5,73278.3
2012-09-01,"CINNAMON SCHNAPPS",22514.66,3047,33764.38,2584.52
2012-09-01,"AMERICAN AMARETTO",31055.28,7441,46591.25,6867.75
2012-09-01,"CREAM LIQUEURS",449913.15,38514,674835.35,31365
2012-09-01,"ANISETTE",411.3,90,617.4,67.5
2012-09-01,"MISC. AMERICAN CORDIALS & LIQUEURS",122980.35,14284,184596.44,10228.76
2012-09-01,NA,5749.98,292,8626.08,219
2012-09-01,"BOTTLED IN BOND BOURBON",7372.23,329,11059.41,246.75
2012-09-01,"IMPORTED VODKA",660221.18,50939,992986.72,47347.65
2012-09-01,"IMPORTED DRY GINS",146749.97,10023,220354.8,9403.97
2012-09-01,"BUTTERSCOTCH SCHNAPPS",24856.28,3920,37282.8,3373
2012-09-01,"GREEN CREME DE MENTHE",2310.3,500,3463.76,378
2012-09-01,"WHISKEY LIQUEUR",313849.74,32944,470793.44,28087.85
2012-09-01,"TEQUILA",588377.97,55499,883363.33,45931.67
2012-09-01,"SCOTCH WHISKIES",225776.33,16986,339045.36,18937.15
2012-09-01,"AMERICAN SLOE GINS",2406.53,542,3608.91,456.75
2012-09-01,"CANADIAN WHISKIES",1643983.08,163635,2470080.29,168374.52
2012-09-01,"APRICOT BRANDIES",18439.13,3845,27670.39,2592.55
2012-09-01,"BARBADOS RUM",5048.52,571,7786.73,426
2012-09-01,"STRAIGHT RYE WHISKIES",200199.61,11244,300403.57,8428.5
2012-09-01,"CHERRY BRANDIES",6306.38,1210,9461.14,853.52
2012-09-01,"COFFEE LIQUEURS",88415.05,7678,132597.69,6458.61
2012-09-01,"AMERICAN DRY GINS",182789.09,40499,274082.39,31174.14
2012-09-01,"IMPORTED GRAPE BRANDIES",191648.74,19098,287530.94,8099.85
2012-09-01,"MISCELLANEOUS  BRANDIES",2032.08,144,3048.12,108.25
2012-09-01,"100 PROOF VODKA",70245.88,12484,105407.3,14106.75
2012-09-01,"FLAVORED RUM",262758.44,30640,393926.31,26517.27
2012-09-01,"IMPORTED AMARETTO",16902.44,1268,25347.32,951
2012-09-01,"IRISH WHISKIES",112602.68,7283,168897.82,6366.76
2012-09-01,"FLAVORED GINS",5451.6,924,8177.4,693
2012-09-01,"AMERICAN COCKTAILS",190682.56,27243,286366.93,38550.23
2012-09-01,"JAMAICA RUM",10256.71,1024,15391.97,842
2012-09-01,"AMERICAN GRAPE BRANDIES",147322.67,39417,220985.82,18872.06
2012-09-01,"MISC. IMPORTED CORDIALS & LIQUEURS",424176.87,33862,636349.06,26275.87
2012-09-01,"SPEARMINT SCHNAPPS",1174.71,249,1763.37,246
2012-09-01,"IMPORTED SCHNAPPS",254355.6,22496,381477.46,21407.16
2012-09-01,"STRAWBERRY SCHNAPPS",5405.7,1147,8116.75,860.25
2012-09-01,"PUERTO RICO & VIRGIN ISLANDS RUM",394268.07,56425,591361.93,60248.45
2012-09-01,"OTHER PROOF VODKA",2276.28,294,3414.42,220.5
2012-09-01,"WHITE CREME DE MENTHE",623.1,134,933.98,100.5
2012-09-01,"LOW PROOF VODKA",1720.04,140,2580.76,105
2012-09-01,"PEPPERMINT SCHNAPPS",55131.57,12319,82710.73,11131.5
2012-09-01,"APPLE SCHNAPPS",32120.07,4688,48167.29,4123.14
2012-09-01,"DECANTERS & SPECIALTY PACKAGES",17479.31,1721,26229.13,1264.66
2012-09-01,"MISCELLANEOUS SCHNAPPS",20186.26,2717,30274.81,2322
2012-09-01,"CREME DE ALMOND",362.7,78,543.66,58.5
2012-10-01,"AMERICAN GRAPE BRANDIES",254232.52,60998,384036.75,34174.99
2012-10-01,"IMPORTED DRY GINS",195767.05,13323,294251.7,12706.64
2012-10-01,"ROCK & RYE",916.98,186,1374.54,139.5
2012-10-01,"TENNESSEE WHISKIES",1111359.04,74028,1666821.69,64784.62
2012-10-01,"GREEN CREME DE MENTHE",3890.91,846,5833.52,637.5
2012-10-01,"DISTILLED SPIRITS SPECIALTY",93207.53,13107,140337.97,11183.89
2012-10-01,"STRAWBERRY SCHNAPPS",9620.84,2129,14827.89,1596.75
2012-10-01,"WHITE CREME DE CACAO",3418.89,738,5126,559.5
2012-10-01,"JAMAICA RUM",13866.69,1385,20809.32,1144.75
2012-10-01,"IMPORTED AMARETTO",41527.44,3368,63958.32,2526
2012-10-01,"TRIPLE SEC",32579.59,12700,48833.31,12433.5
2012-10-01,"WATERMELON SCHNAPPS",20712.9,3085,31537.21,2845.75
2012-10-01,"FLAVORED RUM",359242.08,45029,548605.43,38638.9
2012-10-01,"MISCELLANEOUS  BRANDIES",5169.72,372,7755.12,262.2
2012-10-01,"MISC. IMPORTED CORDIALS & LIQUEURS",678542.27,50263,1020422.05,39999.94
2012-10-01,"APRICOT BRANDIES",35536.88,6862,53416.15,5084.75
2012-10-01,"BLENDED WHISKIES",514123.93,83561,775137.87,86959.15
2012-10-01,"IMPORTED VODKA - MISC",489789.57,45320,743785.13,35600.04
2012-10-01,"RASPBERRY SCHNAPPS",9792.17,1870,14829.19,1602.75
2012-10-01,"WHITE CREME DE MENTHE",1216.8,260,1823.96,198
2012-10-01,"AMERICAN DRY GINS",226292.93,48497,339990.11,38713.1
2012-10-01,"SPEARMINT SCHNAPPS",2465.25,519,3700.47,519
2012-10-01,"IMPORTED SCHNAPPS",379844.95,34064,569687.54,32767.7
2012-10-01,"IMPORTED GRAPE BRANDIES",286777.76,27396,431950.82,12427.49
2012-10-01,"AMERICAN COCKTAILS",233374.5,33646,352341.37,48304.26
2012-10-01,"CREAM LIQUEURS",1180967.4,95848,1776487.25,78633.81
2012-10-01,"BLACKBERRY BRANDIES",68557.01,11355,103124.58,10214.52
2012-10-01,"CREME DE ALMOND",514.8,111,771.66,83.25
2012-10-01,"PUERTO RICO & VIRGIN ISLANDS RUM",712772.43,92736,1084257.81,104179.99
2012-10-01,"SCOTCH WHISKIES",373681.58,27119,562470.05,30728.29
2012-10-01,"OTHER PROOF VODKA",2971.08,378,4456.62,283.5
2012-10-01,"SPICED RUM",1528480.14,157221,2301839.71,158746.87
2012-10-01,"BOTTLED IN BOND BOURBON",7923.6,396,11886.06,303
2012-10-01,"PEACH SCHNAPPS",68794.47,11044,104577.99,10213.12
2012-10-01,"CHERRY BRANDIES",11626.84,2194,17443.88,1584.36
2012-10-01,"COFFEE LIQUEURS",269156.03,24395,414174.47,19771.4
2012-10-01,"DECANTERS & SPECIALTY PACKAGES",760713.78,73318,1143734.18,57181
2012-10-01,"AMERICAN AMARETTO",44226.33,10727,66353.32,9731.25
2012-10-01,"FLAVORED GINS",6704.94,1131,10057.41,854.25
2012-10-01,"SCHNAPPS - IMPORTED",97,10,145.5,6.03
2012-10-01,"STRAIGHT BOURBON WHISKIES",892258.9,85190,1347372.87,86265.59
2012-10-01,"SINGLE MALT SCOTCH",221338.68,8654,333446.28,6859.25
2012-10-01,"APPLE SCHNAPPS",42333.39,6643,64758.08,5732.9
2012-10-01,"IMPORTED VODKA",1281981.73,93785,1939854.35,95672.75
2012-10-01,"SINGLE BARREL BOURBON WHISKIES",8357.46,504,12642.46,378
2012-10-01,"STRAIGHT RYE WHISKIES",808418.06,45045,1213064.19,33783.75
2012-10-01,"MISC. AMERICAN CORDIALS & LIQUEURS",359807.52,38957,540230.32,28744.7
2012-10-01,"BARBADOS RUM",7268.81,940,11383.16,696
2012-10-01,"AMERICAN SLOE GINS",2827.5,630,4240.1,536
2012-10-01,"BUTTERSCOTCH SCHNAPPS",39167.12,6734,59958.72,5673
2012-10-01,"CINNAMON SCHNAPPS",41234.34,6183,63079.33,5075.78
2012-10-01,"VODKA FLAVORED",628172.88,90589,949788.51,75215.41
2012-10-01,"TEQUILA",903344.02,78670,1367112.3,64528.93
2012-10-01,"100 PROOF VODKA",98655.53,17045,148029.07,20406.5
2012-10-01,"ROOT BEER SCHNAPPS",13925.47,2766,21557.01,2659.25
2012-10-01,"AMERICAN ALCOHOL",63333.87,7651,95039.06,5762.25
2012-10-01,"TROPICAL FRUIT SCHNAPPS",6149.31,1351,9305.08,1191.25
2012-10-01,"LOW PROOF VODKA",3185.72,260,4779.88,195
2012-10-01,"ANISETTE",530.12,116,795.76,87
2012-10-01,"DARK CREME DE CACAO",2613.9,568,3918.92,426
2012-10-01,NA,29074.44,4046,43617.55,3034.5
2012-10-01,"MISCELLANEOUS SCHNAPPS",28739.89,4083,43401.45,3334.75
2012-10-01,"GRAPE SCHNAPPS",21332.05,3138,32409.11,2926.75
2012-10-01,"IRISH WHISKIES",273087.33,17809,412994.27,15469.08
2012-10-01,"CANADIAN WHISKIES",2914857.3,323736,4450410.51,409896.58
2012-10-01,"VODKA 80 PROOF",2216595.14,394174,3337932.54,442151.83
2012-10-01,"WHISKEY LIQUEUR",575669.02,59068,864077.1,51622.84
2012-10-01,"PEACH BRANDIES",5858.37,1071,8792.91,803.25
2012-10-01,"PEPPERMINT SCHNAPPS",110788.16,24073,166205.48,23458.23
2012-11-01,"SCOTCH WHISKIES",327859.12,22815,493017,24778.63
2012-11-01,"CINNAMON SCHNAPPS",40888.06,5690,61317.46,4882.26
2012-11-01,"SCHNAPPS - IMPORTED",1063.68,120,1595.52,63.6
2012-11-01,"IMPORTED SCHNAPPS",302487.21,26410,453668.43,24311.23
2012-11-01,"IMPORTED VODKA",668792.34,51290,1003370.27,44509.79
2012-11-01,"LOW PROOF VODKA",2025.77,167,3039.49,125.25
2012-11-01,"SPEARMINT SCHNAPPS",1491.5,314,2238.82,314
2012-11-01,"WATERMELON SCHNAPPS",21375.9,2978,32051.4,2856
2012-11-01,"TENNESSEE WHISKIES",531015.38,37910,796416.88,30992.36
2012-11-01,"BLENDED WHISKIES",410613.91,70780,615824.31,67590.9
2012-11-01,"CHERRY BRANDIES",9244.42,1821,13869.56,1236.35
2012-11-01,"COFFEE LIQUEURS",122830.86,10990,184215.82,8780.11
2012-11-01,"IMPORTED VODKA - MISC",297531.15,26659,446284.99,19713.33
2012-11-01,"DECANTERS & SPECIALTY PACKAGES",210088.93,17968,315137.44,14226.01
2012-11-01,"BOTTLED IN BOND BOURBON",21374.07,911,32064.69,683.25
