"year_mon","type","category","state_cost","retail_revenue","bottles_sold","liters_sold"
2019-08-01,"other","temporary & specialty packages",526895.26,790480.97,33744,26202.93
2019-08-01,"whiskey","tennessee whiskies",781404.29,1172263.67,51403,37942.35
2019-08-01,"other","triple sec",42345.23,63546.16,15740,15459
2019-08-01,"whiskey","whiskey liqueur",1071213.67,1607014.42,257765,79557.72
2019-08-01,"rum","white rum",412788.75,619213.28,54793,58028.81
2019-08-01,"unknown",NA,29565.66,44352.16,3030,1889.52
2019-09-01,"tequila","100% agave tequila",573467.51,860095.23,32310,23098.65
2019-09-01,"rum","aged dark rum",27950.87,41929.54,2279,1837
2019-09-01,"brandy","american brandies",253840.13,381323.99,60944,30689.07
2019-09-01,"liqueur","american cordials & liqueur",131649.19,197501.03,19347,13667.59
2019-09-01,"liqueur","american cordials & liqueurs",508.2,762.36,60,45
2019-09-01,"other","american distilled spirit specialty",14439.86,21578.4,1459,1094.25
2019-09-01,"gin","american dry gins",166576.45,250490.91,34122,25534.95
2019-09-01,"vodka","american flavored vodka",460864.7,691436.41,67615,49180.77
2019-09-01,"schnapps","american schnapps",282279.31,423553.33,50457,35465.12
2019-09-01,"gin","american sloe gins",1214.08,1821.12,224,224
2019-09-01,"vodka","american vodka",648.27,972.72,63,47.25
2019-09-01,"vodka","american vodkas",2699125.03,4046865.22,447268,398073.08
2019-09-01,"whiskey","blended whiskies",477992.87,717105.72,68737,60540.31
2019-09-01,"whiskey","bottled in bond bourbon",8159,12238.5,613,459.75
2019-09-01,"whiskey","canadian whiskies",2705950.79,4065393.88,257132,257745.2
2019-09-01,"cocktail","cocktails / rtd",104.22,156.36,6,4.5
2019-09-01,"cocktail","cocktails /rtd",220402.01,335124.96,31745,48361.21
2019-09-01,"liqueur","coffee liqueurs",91574.46,137393.9,7524,6492.98
2019-09-01,"whiskey","corn whiskies",8979.23,13468.89,575,431.25
2019-09-01,"liqueur","cream liqueurs",321045.18,485367.92,26986,22873.45
2019-09-01,"gin","flavored gin",7814.42,11725.66,812,609
2019-09-01,"rum","flavored rum",325046.17,487674.51,35832,31966.5
2019-09-01,"rum","gold rum",56589.55,85103.16,7335,8240.85
2019-09-01,"brandy","imported brandies",614782.8,922306.95,52477,20990.35
2019-09-01,"liqueur","imported cordials & liqueur",4430.73,6776.67,373,272.75
2019-09-01,"liqueur","imported cordials & liqueurs",391927.37,585410.02,28327,20705.17
2019-09-01,"other","imported distilled spirit specialty",62734.33,94128.54,12087,11960.5
2019-09-01,"other","imported distilled spirits specialty",163.5,245.28,6,4.5
2019-09-01,"gin","imported dry gins",251975.82,377983.53,15557,14751.48
2019-09-01,"vodka","imported flavored vodka",295389.83,443168.89,25832,20155.52
2019-09-01,"schnapps","imported schnapps",249891.78,374839.6,21644,19019.96
2019-09-01,"vodka","imported vodka",75,112.5,6,4.5
2019-09-01,"vodka","imported vodkas",1198374.16,1797512.34,93525,121933.87
2019-09-01,"whiskey","iowa distillery whiskies",13045.2,19567.8,522,391.5
2019-09-01,"whiskey","irish whiskies",351481.27,527657.39,20010,17325.9
2019-09-01,"other","mezcal",10027.68,15041.86,496,372
2019-09-01,"tequila","mixto tequila",402607.12,604004.23,47589,37964.68
2019-09-01,"other","neutral grain spirits",36386.45,54584.1,4163,3170.41
2019-09-01,"other","neutral grain spirits flavored",24958.38,37441.52,2413,1336.55
2019-09-01,"whiskey","scotch whiskies",222506.62,334154.54,14001,15053.17
2019-09-01,"whiskey","single barrel bourbon whiskies",41975.63,62969.9,2061,1545.75
2019-09-01,"whiskey","single malt scotch",212194.04,318303.6,6772,5114.16
2019-09-01,"other","special order items",56216.23,84335.89,4548,5359.23
2019-09-01,"rum","spiced rum",1151769.12,1727861.85,112693,111131.43
2019-09-01,"whiskey","straight bourbon whiskies",1212215.04,1818416.83,98163,78913.96
2019-09-01,"whiskey","straight rye whiskies",159627.55,239467.16,8459,6476.62
2019-09-01,"other","temporary & specialty packages",727470.44,1091353.98,48217,41787.35
2019-09-01,"whiskey","tennessee whiskies",762505.82,1143913.27,51343,37975.81
2019-09-01,"other","triple sec",34274.33,51435.34,12766,12572.5
2019-09-01,"whiskey","whiskey liqueur",1077323.82,1616416.03,243103,81559.82
2019-09-01,"rum","white rum",286118.49,429201.7,41337,42248.74
2019-09-01,"unknown",NA,20276.51,30416.2,1978,1295.02
2019-10-01,"tequila","100% agave tequila",701369.7,1051929.3,40192,28130.57
2019-10-01,"rum","aged dark rum",44414.42,66616.76,3663,3008.25
2019-10-01,"brandy","american brandies",287078.2,429449.56,64161,34269.42
2019-10-01,"liqueur","american cordials & liqueur",146577.11,219387.68,21382,15097.54
2019-10-01,"liqueur","american cordials & liqueurs",547.68,821.52,60,45
2019-10-01,"other","american distilled spirit specialty",23068.81,34621.11,2347,1760.25
2019-10-01,"gin","american dry gins",204410.56,306109.62,40764,30667.66
2019-10-01,"vodka","american flavored vodka",533756.22,801068.13,77205,55910
2019-10-01,"schnapps","american schnapps",326577.55,490751.66,58463,41489.53
2019-10-01,"gin","american sloe gins",1463.4,2195.1,270,270
2019-10-01,"vodka","american vodka",1360.65,2041.68,141,105.75
2019-10-01,"vodka","american vodkas",3021902.45,4539413.6,509864,461814.35
2019-10-01,"whiskey","blended whiskies",558035.41,836429.77,79896,69938.67
2019-10-01,"whiskey","bottled in bond bourbon",10222.16,15285.78,742,568.5
2019-10-01,"whiskey","canadian whiskies",3017877.98,4517787.21,297300,311240.9
2019-10-01,"cocktail","cocktails /rtd",231740.29,345304.85,32166,49611.92
2019-10-01,"liqueur","coffee liqueurs",141293.31,212799.29,11837,9653.64
2019-10-01,"whiskey","corn whiskies",16423.83,24635.94,641,480.75
2019-10-01,"liqueur","cream liqueurs",510696.55,758224.77,40901,36038.3
2019-10-01,"gin","flavored gin",5474.55,8215.2,681,510.75
2019-10-01,"rum","flavored rum",419436.04,628963.1,47325,41232.24
2019-10-01,"rum","gold rum",75650.75,113162.08,9196,10005
2019-10-01,"brandy","imported brandies",665135.51,997692.38,55615,22794.85
2019-10-01,"liqueur","imported cordials & liqueur",3260.22,4890.84,254,180.7
2019-10-01,"liqueur","imported cordials & liqueurs",470787.42,709308.51,34313,25120.96
2019-10-01,"other","imported distilled spirit specialty",84880.83,127357.46,16389,16284.5
2019-10-01,"other","imported distilled spirits specialty",375.72,563.64,12,9
2019-10-01,"gin","imported dry gins",240099.32,360109.13,15161,14065.39
2019-10-01,"vodka","imported flavored vodka",409021.32,645643.68,37332,28265.59
2019-10-01,"schnapps","imported schnapps",324893.03,487342.35,28163,25108.19
2019-10-01,"vodka","imported vodka",91681.92,137554.56,6336,11088
2019-10-01,"vodka","imported vodkas",959006.92,1483599.86,83249,79620.9
2019-10-01,"whiskey","iowa distillery whiskies",19340.52,29011.2,644,483
2019-10-01,"whiskey","irish whiskies",639674.71,959153.68,36746,30943.32
2019-10-01,"other","mezcal",12210.66,18193.84,602,451.5
2019-10-01,"tequila","mixto tequila",638076.77,957250.93,71714,55588.52
2019-10-01,"other","neutral grain spirits",48921.17,80146.74,5970,4598.08
2019-10-01,"other","neutral grain spirits flavored",37131.75,55400.38,3382,2159.2
2019-10-01,"whiskey","scotch whiskies",321842.26,482361.28,20752,22886.99
2019-10-01,"whiskey","single barrel bourbon whiskies",19529.39,28999.34,868,651
2019-10-01,"whiskey","single malt scotch",298121.31,447038.24,10503,8003.47
2019-10-01,"other","special order items",69012.2,103512.1,5144,5574
2019-10-01,"rum","spiced rum",1473258.38,2206385.5,140754,140461.65
2019-10-01,"whiskey","straight bourbon whiskies",1730120.11,2596828.49,133142,107914.54
2019-10-01,"whiskey","straight rye whiskies",228979.48,343272.35,12318,9248.18
2019-10-01,"other","temporary &  specialty packages",12347.28,18524.88,792,594
2019-10-01,"other","temporary & specialty packages",980639.51,1471253.79,72628,60568.02
2019-10-01,"whiskey","tennessee whiskies",1025692.08,1538771.91,66816,50243.26
2019-10-01,"other","triple sec",38398.75,57624.5,14268,14105
2019-10-01,"whiskey","whiskey liqueur",1355329.94,2032906.29,301802,102591.42
2019-10-01,"rum","white rum",402234.69,602813.54,53006,55026.44
2019-10-01,"unknown",NA,27679.9,41824.11,2386,1599.15
2019-11-01,"tequila","100% agave tequila",721022.52,1078056.35,38128,26893.11
2019-11-01,"rum","aged dark rum",35978.22,54042.22,2887,2390.5
2019-11-01,"brandy","american brandies",331476.23,496714.03,72535,40048.22
2019-11-01,"liqueur","american cordials & liqueur",146729.82,219747.17,22280,15928.86
2019-11-01,"liqueur","american cordials & liqueurs",935.28,1402.92,108,81
2019-11-01,"other","american distilled spirit specialty",18181.34,27272.77,2044,1533
2019-11-01,"gin","american dry gins",175008.51,263396.22,35597,26490.09
2019-11-01,"vodka","american flavored vodka",455430.32,684029.13,68256,48943.36
2019-11-01,"schnapps","american schnapps",325055.78,487553.45,58174,42167.72
2019-11-01,"gin","american sloe gins",1815.7,2723.55,335,335
2019-11-01,"vodka","american vodka",347.4,521.28,36,27
2019-11-01,"vodka","american vodkas",2817581,4223280.2,471662,422884.44
2019-11-01,"whiskey","blended whiskies",534464.43,801824.08,77885,69894.61
2019-11-01,"whiskey","bottled in bond bourbon",10343.74,15515.61,768,576
2019-11-01,"whiskey","canadian whiskies",2274480.53,3427102.3,228142,204357.01
2019-11-01,"cocktail","cocktails / rtd",104.22,156.36,6,4.5
2019-11-01,"cocktail","cocktails /rtd",183494.91,278792.85,24785,38115.7
2019-11-01,"liqueur","coffee liqueurs",159545.4,238149.7,13275,10814.25
2019-11-01,"whiskey","corn whiskies",39510.56,59266.14,1241,930.75
2019-11-01,"liqueur","cream liqueurs",613858.54,927383.2,49414,44138.59
2019-11-01,"gin","flavored gin",5334.24,8004.6,660,495
2019-11-01,"rum","flavored rum",348006.75,522123.33,37391,34627.9
2019-11-01,"rum","gold rum",70459.56,105951.39,8296,9401.15
2019-11-01,"brandy","imported brandies",655920.79,979431.99,51447,22216.73
2019-11-01,"liqueur","imported cordials & liqueur",2370.3,3555.66,182,118.3
2019-11-01,"liqueur","imported cordials & liqueurs",474610.44,707845.96,33621,24782.84
2019-11-01,"other","imported distilled spirit specialty",74020.93,111075.64,14286,14177
2019-11-01,"other","imported distilled spirits specialty",539.22,808.92,18,13.5
2019-11-01,"gin","imported dry gins",267572.3,401381.52,16399,16070.29
2019-11-01,"vodka","imported flavored vodka",273364.16,408794.44,24717,18859.25
2019-11-01,"schnapps","imported schnapps",316135.09,474205.42,27689,24717.58
2019-11-01,"vodka","imported vodka",54175.68,81282.24,3744,6552
2019-11-01,"vodka","imported vodkas",731114.54,1097222.27,67819,55866.39
2019-11-01,"whiskey","iowa distillery whiskies",53527.5,80294.1,2550,1912.5
2019-11-01,"whiskey","irish whiskies",495334.57,743272.25,28827,23812.5
2019-11-01,"other","mezcal",11308.71,16963.44,572,429
2019-11-01,"tequila","mixto tequila",374044.05,561152.06,44667,35375.7
2019-11-01,"other","neutral grain spirits",46396.06,69599.03,5567,4407.6
2019-11-01,"other","neutral grain spirits flavored",38540.5,57814.36,3548,2155.6
2019-11-01,"whiskey","scotch whiskies",298377.07,446393.55,17980,19725.55
2019-11-01,"whiskey","single barrel bourbon whiskies",34347.59,51523.87,1906,1429.5
2019-11-01,"whiskey","single malt scotch",291780.05,437691.56,10303,7790.43
2019-11-01,"other","special order items",80632.18,120959.24,6038,7140.63
2019-11-01,"rum","spiced rum",1111540.01,1667571.39,113298,107877.22
2019-11-01,"whiskey","straight bourbon whiskies",1600440.52,2396978.84,124155,103369.58
2019-11-01,"whiskey","straight rye whiskies",180883.96,271353.86,9559,7303.39
2019-11-01,"other","temporary &  specialty packages",8792.76,13191.96,564,423
2019-11-01,"other","temporary & specialty packages",830445.38,1245683.53,63170,50136.35
2019-11-01,"whiskey","tennessee whiskies",945999.82,1419696.49,61999,46456.85
2019-11-01,"other","triple sec",35050.22,52600.18,13351,13176
2019-11-01,"whiskey","whiskey liqueur",1238707.9,1858564.88,278250,93095.97
2019-11-01,"rum","white rum",345195.27,517821.05,45315,49305.18
2019-11-01,"unknown",NA,34948.3,52425.96,2857,1817.4
2019-12-01,"tequila","100% agave tequila",805567.63,1211813.26,44720,32115.06
2019-12-01,"rum","aged dark rum",57409.01,86118.08,4549,3640.5
2019-12-01,"brandy","american brandies",393785.24,591474.7,85720,47785.31
2019-12-01,"liqueur","american cordials & liqueur",219023.16,328567.51,33799,23651.19
2019-12-01,"liqueur","american cordials & liqueurs",1117.2,1675.8,132,99
2019-12-01,"other","american distilled spirit specialty",32900.34,49351.7,2838,2056.5
2019-12-01,"gin","american dry gins",192464.72,287546.49,39628,28587.7
2019-12-01,"vodka","american flavored vodka",526710.09,790216.46,78519,55780.51
2019-12-01,"schnapps","american schnapps",383022.41,574847.25,68278,49598.81
2019-12-01,"gin","american sloe gins",2043.34,3065.01,377,377
2019-12-01,"vodka","american vodka",651.6,977.52,84,63
2019-12-01,"vodka","american vodkas",2854990.09,4285543.64,480579,421396.31
2019-12-01,"whiskey","blended whiskies",818215.7,1227468.24,96287,83237.52
2019-12-01,"whiskey","bottled in bond bourbon",17817.18,26725.83,1229,933.75
2019-12-01,"whiskey","canadian whiskies",2928346.21,4383090.57,292383,291766.7
2019-12-01,"cocktail","cocktails /rtd",261055.64,391347.66,34704,54090.77
2019-12-01,"liqueur","coffee liqueurs",202158.93,303312.58,16868,13511.71
2019-12-01,"whiskey","corn whiskies",13653.95,20481.23,746,559.5
2019-12-01,"liqueur","cream liqueurs",763644.82,1135544.46,60825,48990.21
2019-12-01,"gin","flavored gin",6482.65,9728.24,859,644.25
2019-12-01,"rum","flavored rum",376267.47,564528.76,42138,37029.22
2019-12-01,"rum","gold rum",74951.91,111992.58,9315,9874.29
2019-12-01,"brandy","imported brandies",865672.17,1297682.34,67169,29297.11
2019-12-01,"liqueur","imported cordials & liqueur",2260.86,3391.44,160,113
2019-12-01,"liqueur","imported cordials & liqueurs",561902.25,844878.63,40154,29150.88
2019-12-01,"other","imported distilled spirit specialty",82940.21,124448.73,15881,15786.25
2019-12-01,"other","imported distilled spirits specialty",890.58,1336.02,30,22.5
2019-12-01,"gin","imported dry gins",331309.96,496992.01,20730,19245.44
2019-12-01,"vodka","imported flavored vodka",336012.35,515905.62,31026,22911.97
2019-12-01,"schnapps","imported schnapps",344409.28,516616.92,30456,26458.82
2019-12-01,"vodka","imported vodkas",838031.71,1275186.79,67460,67887.06
2019-12-01,"whiskey","iowa distillery whiskies",15276,22915.8,714,535.5
2019-12-01,"whiskey","irish whiskies",578758.78,868213.34,33139,27917.5
2019-12-01,"other","mezcal",13188.85,19783.56,695,521.25
2019-12-01,"tequila","mixto tequila",525322.48,788091.75,60216,48176.19
2019-12-01,"other","neutral grain spirits",53575.43,80366.94,6556,5057.7
2019-12-01,"other","neutral grain spirits flavored",33121.5,49682.89,3099,2234.65
2019-12-01,"whiskey","scotch whiskies",427656.46,640902.98,24088,25190.61
2019-12-01,"whiskey","single barrel bourbon whiskies",33747.59,50625.77,1709,1281.75
2019-12-01,"whiskey","single malt scotch",311029.56,466556.67,10434,8050.74
2019-12-01,"other","special order items",123326.9,185016.52,9132,12809.13
2019-12-01,"rum","spiced rum",1336931.37,2005700.71,134805,127576.99
2019-12-01,"whiskey","straight bourbon whiskies",1811976.82,2718091.45,138433,111998.05
2019-12-01,"whiskey","straight rye whiskies",287532.84,431350.04,15501,11481.24
2019-12-01,"other","temporary & specialty packages",387886.59,581884.29,34042,25576.89
2019-12-01,"whiskey","tennessee whiskies",1012201.77,1518524.59,66565,49307.11
2019-12-01,"other","triple sec",43919.16,65911.69,16276,15908.5
2019-12-01,"whiskey","whiskey liqueur",1296485,1944571.82,298162,96837.56
2019-12-01,"rum","white rum",355446.77,533202.6,48712,49548.24
2019-12-01,"unknown",NA,20352.49,30530.89,1959,1316.62
2020-01-01,"tequila","100% agave tequila",623127.46,927590.16,35472,26029.98
2020-01-01,"rum","aged dark rum",33598.72,50400.85,2671,2199.25
2020-01-01,"brandy","american brandies",290252.56,435457.35,64460,34966.09
2020-01-01,"liqueur","american cordials & liqueur",148732.64,223155.18,27164,15725.12
2020-01-01,"liqueur","american cordials & liqueurs",1770.72,2656.08,216,162
2020-01-01,"other","american distilled spirit specialty",20948.51,31438.93,1804,1353
2020-01-01,"gin","american dry gins",167881.09,251929.49,34533,24633.22
2020-01-01,"vodka","american flavored vodka",447190.73,670535.38,66993,47973.17
2020-01-01,"schnapps","american schnapps",296191.45,444221.76,54689,37626.8
2020-01-01,"gin","american sloe gins",1425.46,2138.19,263,263
2020-01-01,"vodka","american vodka",1489.8,2235.36,144,108
2020-01-01,"vodka","american vodkas",2550823.35,3813301.65,436638,390092.4
2020-01-01,"whiskey","blended whiskies",653622.96,980134.42,80626,71117.4
2020-01-01,"whiskey","bottled in bond bourbon",16006.34,24009.51,1099,851.25
2020-01-01,"whiskey","canadian whiskies",1879247.07,2824542.32,203979,184531.93
2020-01-01,"cocktail","cocktails /rtd",221804,329315.71,30004,47033.9
2020-01-01,"liqueur","coffee liqueurs",97171.27,146459.15,8307,6870.2
2020-01-01,"whiskey","corn whiskies",35637.71,53456.86,1208,906
2020-01-01,"liqueur","cream liqueurs",388272.37,519781.3,27863,23476.34
2020-01-01,"gin","flavored gin",3869.78,5807.38,548,411
2020-01-01,"rum","flavored rum",332217.71,498435.57,36246,32889.09
2020-01-01,"rum","gold rum",56693.67,85845.28,7159,8052.23
2020-01-01,"brandy","imported brandies",580463.6,860627.64,46855,19685.45
2020-01-01,"liqueur","imported cordials & liqueur",1367.88,2051.94,102,55.5
2020-01-01,"liqueur","imported cordials & liqueurs",407885.07,608256.48,29192,21315.12
2020-01-01,"other","imported distilled spirit specialty",80372.77,120598.47,15614,15534.25
2020-01-01,"other","imported distilled spirits specialty",163.5,245.28,6,4.5
2020-01-01,"gin","imported dry gins",178478.13,267732.83,11098,10659.58
2020-01-01,"vodka","imported flavored vodka",242644.98,360879.81,21765,17539.94
2020-01-01,"schnapps","imported schnapps",282989.25,424486.4,25006,22174.52
2020-01-01,"vodka","imported vodkas",670542.44,1000063.28,54594,59420.47
2020-01-01,"whiskey","iowa distillery whiskies",14723.42,22086.9,875,656.25
2020-01-01,"whiskey","irish whiskies",356294.34,534641.6,21289,17880.98
2020-01-01,"other","mezcal",11779.96,17392.08,561,420.75
2020-01-01,"tequila","mixto tequila",374817.86,560270.81,44349,34922.45
2020-01-01,"other","neutral grain spirits",21836.95,32697.58,2662,2068.73
2020-01-01,"other","neutral grain spirits flavored",40106.5,60163.35,3814,2356.5
2020-01-01,"whiskey","scotch whiskies",224587.18,333779.42,13853,14861.98
2020-01-01,"whiskey","single barrel bourbon whiskies",33272.37,49912.66,1636,1227
2020-01-01,"whiskey","single malt scotch",226468.57,315940.33,6340,4906.3
2020-01-01,"other","special order items",78609.88,117632.61,6181,7370.6
2020-01-01,"rum","spiced rum",1050141.37,1574494.15,108666,102247.33
2020-01-01,"whiskey","straight bourbon whiskies",1252879.95,1884569.13,102139,81815.72
2020-01-01,"whiskey","straight rye whiskies",158004.19,237484.49,7978,6077.25
2020-01-01,"other","temporary & specialty packages",130807.72,191435.51,9097,7376.91
2020-01-01,"whiskey","tennessee whiskies",548191.47,822259.84,38372,26595.58
2020-01-01,"other","triple sec",35949.87,53947.68,13142,12922.75
2020-01-01,"whiskey","whiskey liqueur",1046333.79,1568648.88,253138,78193.88
2020-01-01,"rum","white rum",280939.75,423358.36,38299,40101.64
2020-01-01,"unknown",NA,16634.38,24951.95,1770,1233.74
2020-02-01,"tequila","100% agave tequila",585580.51,878408.74,33150,23893.79
2020-02-01,"rum","aged dark rum",33003.65,49626.59,2509,2043.5
2020-02-01,"brandy","american brandies",239348.45,358754.65,57414,28796.9
2020-02-01,"liqueur","american cordials & liqueur",139481.07,209277.22,25744,13778.43
2020-02-01,"liqueur","american cordials & liqueurs",529.42,794.18,82,60
2020-02-01,"other","american distilled spirit specialty",24218.19,36331.2,2028,1521
2020-02-01,"other","american distilled spirits specialty",324,486,12,9
2020-02-01,"gin","american dry gins",157700.25,236641.94,31447,23545.88
2020-02-01,"vodka","american flavored vodka",417767.99,626771.22,63443,45313.07
2020-02-01,"schnapps","american schnapps",263652.71,395796.3,47262,33060.38
2020-02-01,"gin","american sloe gins",1279.12,1918.68,236,236
2020-02-01,"vodka","american vodka",1788.24,2683.26,183,137.25
2020-02-01,"vodka","american vodkas",2682118.43,4021888.19,430115,404984.59
2020-02-01,"whiskey","blended whiskies",633899.07,950957.04,75741,65392.21
2020-02-01,"whiskey","bottled in bond bourbon",22079.68,33119.7,1449,1140.75
2020-02-01,"whiskey","canadian whiskies",2321244.74,3475710.91,238968,252760.97
2020-02-01,"cocktail","cocktails / rtd",521.1,781.8,30,22.5
2020-02-01,"cocktail","cocktails /rtd",270086.39,406760.5,35938,57511.19
2020-02-01,"liqueur","coffee liqueurs",71151.19,105714.84,6298,5268.01
2020-02-01,"whiskey","corn whiskies",17567.28,26351.62,715,536.25
2020-02-01,"liqueur","cream liqueurs",276810.58,421311.17,20866,17676.62
2020-02-01,"gin","flavored gin",4206.41,6312.34,557,417.75
2020-02-01,"rum","flavored rum",316724.03,475347.43,34952,31124.65
2020-02-01,"rum","gold rum",49936.93,74905.82,6282,6957.85
2020-02-01,"brandy","imported brandies",599743.89,899620.43,47913,20459.67
2020-02-01,"liqueur","imported cordials & liqueur",5661.98,8493.9,302,106.9
2020-02-01,"liqueur","imported cordials & liqueurs",388173.13,578958.27,27160,19819.33
2020-02-01,"other","imported distilled spirit specialty",71049.59,106601.99,13117,12978.98
2020-02-01,"gin","imported dry gins",185874.27,278827.28,11660,10895.74
2020-02-01,"vodka","imported flavored vodka",241197.06,361874.92,21862,16269.38
2020-02-01,"schnapps","imported schnapps",258486.78,387732.56,22266,19890.45
2020-02-01,"vodka","imported vodkas",574171.42,861431.9,47770,49394.07
2020-02-01,"whiskey","irish whiskies",576517.47,864734.4,36639,27949.9
2020-02-01,"other","mezcal",13832.5,20749.17,712,534
2020-02-01,"tequila","mixto tequila",425420.98,638223.97,51026,39929.96
2020-02-01,"other","neutral grain spirits",17225.96,25841.34,2106,1628.11
2020-02-01,"other","neutral grain spirits flavored",37211,55819.77,3612,2251.2
2020-02-01,"whiskey","scotch whiskies",250961.26,373935.29,14852,16627.68
2020-02-01,"whiskey","single barrel bourbon whiskies",23022.92,34536.6,1191,893.25
2020-02-01,"whiskey","single malt scotch",171459.2,257198.43,5519,4265.21
2020-02-01,"other","special order items",93042.46,139581.52,8228,11369.3
2020-02-01,"rum","spiced rum",1019155.91,1528966.31,101454,98514.03
2020-02-01,"whiskey","straight bourbon whiskies",1261950.05,1889574.21,99588,80370.04
2020-02-01,"whiskey","straight rye whiskies",162259.04,243554.06,8363,6499.92
2020-02-01,"other","temporary & specialty packages",244497.31,366760.26,19805,12364.77
2020-02-01,"whiskey","tennessee whiskies",705043.69,1057712.8,45898,35078.52
2020-02-01,"other","triple sec",38799.59,58225.8,14610,14425.75
2020-02-01,"whiskey","whiskey liqueur",945461.92,1418533.68,234683,69687.51
2020-02-01,"rum","white rum",282547.55,423848.1,38758,40747.66
2020-02-01,"unknown",NA,28209.58,42315.6,1806,1336.5
2020-03-01,"tequila","100% agave tequila",748072.07,1127682.64,45840,32264.8
2020-03-01,"rum","aged dark rum",36082.31,53824.05,2892,2347.75
2020-03-01,"brandy","american brandies",305839.87,458830.52,69751,37014.76
2020-03-01,"liqueur","american cordials & liqueur",190908.96,286443.21,36128,18609.94
2020-03-01,"liqueur","american cordials & liqueurs",3457.44,5186.16,396,297
2020-03-01,"other","american distilled spirit specialty",43751.18,37141.9,2085,1479.75
2020-03-01,"other","american distilled spirits specialty",162,243,6,4.5
2020-03-01,"gin","american dry gins",223057.77,334717.05,42020,32197.62
2020-03-01,"vodka","american flavored vodka",532925.66,799540.67,77042,56354.11
2020-03-01,"schnapps","american schnapps",289340.74,433933.43,53088,35867.32
2020-03-01,"gin","american sloe gins",1463.4,2195.1,270,270
2020-03-01,"vodka","american vodka",1839.15,2759.58,198,148.5
2020-03-01,"vodka","american vodkas",3075503.89,4615187,506297,477619.31
2020-03-01,"whiskey","blended whiskies",707457.2,1061312.88,87050,80358.02
2020-03-01,"whiskey","bottled in bond bourbon",24424,36636,1900,1545
2020-03-01,"whiskey","canadian whiskies",2278912.13,3428622.04,235509,222778.15
2020-03-01,"cocktail","cocktails / rtd",763.32,1145.16,48,39
2020-03-01,"cocktail","cocktails /rtd",361430.36,535309.15,49925,78153.22
2020-03-01,"liqueur","coffee liqueurs",84244.88,126398.24,7264,6185.08
2020-03-01,"whiskey","corn whiskies",8531.4,12797.36,468,354
2020-03-01,"liqueur","cream liqueurs",391439.91,576169.31,31440,27561.12
2020-03-01,"gin","flavored gin",7839.07,11763.52,983,737.25
2020-03-01,"rum","flavored rum",395509.1,593353.81,43050,39215.11
2020-03-01,"rum","gold rum",72200.1,108301.14,8669,10056.99
2020-03-01,"brandy","imported brandies",948631.64,1423295.99,78361,31837.57
2020-03-01,"liqueur","imported cordials & liqueur",2655.86,3984.16,202,144.5
2020-03-01,"liqueur","imported cordials & liqueurs",450179.89,678917.62,32547,23425.96
2020-03-01,"other","imported distilled spirit specialty",70515.75,105812.07,13391,13269.25
2020-03-01,"other","imported distilled spirits specialty",375.72,563.64,12,9
2020-03-01,"gin","imported dry gins",223460.1,335211.52,13683,13302.38
2020-03-01,"vodka","imported flavored vodka",270605.65,405994.8,25042,19040.57
2020-03-01,"schnapps","imported schnapps",261025.02,391540.53,23520,20066.84
2020-03-01,"vodka","imported vodkas",800962.2,1201679.77,66282,75317.34
2020-03-01,"whiskey","irish whiskies",618346.91,927607.58,38482,31058.85
2020-03-01,"other","mezcal",10285.44,15428.62,518,394
2020-03-01,"tequila","mixto tequila",437670.83,656597.47,53644,38679.11
2020-03-01,"other","neutral grain spirits",80926.99,121397.93,10340,7732.07
2020-03-01,"other","neutral grain spirits flavored",37182.5,55776.45,3528,2268
2020-03-01,"whiskey","scotch whiskies",328642.88,493403.4,20423,25028.26
2020-03-01,"whiskey","single barrel bourbon whiskies",40608.93,60918.34,1905,1428.75
2020-03-01,"whiskey","single malt scotch",172391.19,258593.82,5876,4621.95
2020-03-01,"other","special order items",115392.15,173116.12,10922,14189
2020-03-01,"rum","spiced rum",1387224.64,2081099.07,130478,138044.9
2020-03-01,"whiskey","straight bourbon whiskies",1589006.7,2383609.22,124054,107177.98
2020-03-01,"whiskey","straight rye whiskies",203297.63,304977.34,10530,8218.67
2020-03-01,"other","temporary &  specialty packages",7335.36,11003.1,363,360
2020-03-01,"other","temporary & specialty packages",437718.75,656685.83,27031,20307.05
2020-03-01,"whiskey","tennessee whiskies",915647.84,1373652.16,59587,45475.17
2020-03-01,"other","triple sec",32761.84,49167.32,12249,11930
2020-03-01,"whiskey","whiskey liqueur",1214571.79,1821749.07,294319,89898.71
2020-03-01,"rum","white rum",351838.44,527790.94,44833,50006.98
2020-03-01,"unknown",NA,24988.69,37484.31,2188,1074.9
2020-04-01,"tequila","100% agave tequila",900890.98,1349648.33,61582,44371.28
2020-04-01,"rum","aged dark rum",38405.08,57801.79,2922,2411
2020-04-01,"brandy","american brandies",282992.34,424541.64,63731,33813.64
2020-04-01,"liqueur","american cordials & liqueur",172400.32,258682.68,30754,15983.71
2020-04-01,"liqueur","american cordials & liqueurs",1247.04,1870.56,144,108
2020-04-01,"other","american distilled spirit specialty",39608.71,59418.17,3160,1662.3
2020-04-01,"gin","american dry gins",212700.28,321543.84,37141,29848.38
2020-04-01,"vodka","american flavored vodka",683127.92,1014879.15,94270,69153.78
2020-04-01,"schnapps","american schnapps",229340.25,344094.68,44954,27572.56
2020-04-01,"gin","american sloe gins",1154.46,1731.69,213,213
